name,year,rank,age,height
Jaimee Foxworth,(1989-1995),"9,707",40,
Priyanka Bose,(2016),"9,708",,
Eloise Mumford,(2015),"9,709",33,"5' 7"""
Neha Sharma,(2017),"9,710",32,"5' 4"""
Zoe Levin,(2013),"9,711",,"5' 5"""
Blake Clark,(2004),"9,712",74,"6' 0"""
Arthur Malet,(1927–2013),"9,713",92,
Glenn Plummer,(2017),"9,714",58,"5' 7½"""
Belinda McClory,(1999),"9,715",51,"5' 6"""
Doug E. Doug,(1993),"9,716",50,
Colleen Dewhurst,(1924–1991),"9,717",95,"5' 8"""
Trudie Styler,(2009),"9,718",66,
Tequan Richmond,(2004),"9,719",27,"5' 7½"""
Alison Arngrim,(1974-1982),"9,721",58,"5' 4"""
Trevor Tordjman,(2019),"9,722",,"6' 1"""
Alisen Down,(2015-2018),"9,723",,"5' 8"""
Julia Bache-Wiig,(2015-2018),"9,725",,
Heidi Swedberg,(1999),"9,726",54,"5' 7"""
Barry Fitzgerald,(1888–1961),"9,727",132,"5' 3"""
Teddy Sears,(2019-2020),"9,728",42,"6' 4"""
Murray Hamilton,(1923–1986),"9,729",96,"5' 10"""
Michael Des Barres,(2018-2019),"9,730",72,"5' 8¾"""
Freddie Simpson,(1992),"9,732",,"5' 7"""
Kate Miller,(2014),"9,733",,"5' 6"""
Rachel Korine,(2012),"9,734",33,"5' 4½"""
Berta Vázquez,(2015-2019),"9,735",27,"5' 6¾"""
Justin Melnick,(2008),"9,736",,
Madison Ivy,(2010),"9,737",30,"4' 11"""
Jessica Keenan Wynn,(2018),"9,738",,"5' 5"""
Brynn Thayer,(2013),"9,739",70,
Jan Sterling,(1921–2004),"9,740",98,"5' 5"""
Tina Desai,(2011),"9,741",,"5' 3"""
Darcy Rose Byrnes,(2010-2012),"9,742",,"5' 1"""
Luke Edwards,(1994),"9,743",39,"5' 11"""
Courtland Mead,(1994),"9,744",32,"5' 8"""
Will Sharpe,(2016-2018),"9,745",33,
Nicola Stapleton,(1987),"9,746",45,"5' 1½"""
Ron Funches,(2016),"9,747",,"5' 9"""
Lon Chaney Jr.,(1906–1973),"9,748",114,"6' 2"""
Kim Shaw,(2011-2012),"9,749",,"5' 5"""
Nina Senicar,(2017),"9,750",,"5' 8½"""
Paloma Baeza,(2007),"9,751",44,"5' 3"""
Tess Kartel,(2010),"9,752",,
Drew Fuller,(2006),"9,753",,"6' 1"""
Sam Bottoms,(1955–2008),"9,754",64,"5' 11"""
Shannon Whirry,(2009),"9,755",55,"5' 7"""
Jeremy Miller,(1985-1992),"9,757",43,"5' 10½"""
Rossif Sutherland,(2015),"9,758",,"6' 5¼"""
Claudette Colbert,(1903–1996),"9,759",116,"5' 4½"""
Michael Lonsdale,(1973),"9,760",88,"6' 1"""
Sarah Hay,(2015),"9,761",,
Warren Clarke,(1947–2014),"9,762",72,"6' 1"""
Jim Toth,(2004),"9,763",49,"6' 1"""
Barry Coe,(1934–2019),"9,764",85,
Paula Burrows,(2018-2019),"9,765",,
Denise Nicholas,(1975),"9,766",75,
Fredric Lehne,(1997),"9,767",61,"5' 10"""
Josh Groban,(2004),"9,768",39,"5' 10"""
Geraldine Somerville,(2001),"9,769",52,"5' 4¼"""
Gijs Blom,(2014),"9,770",23,"5' 10¼"""
Terri Ivens,(2002-2007),"9,771",,"5' 2¼"""
Tony O'Dell,(1984),"9,772",,"5' 7"""
Antonio de la Torre,(2010),"9,774",52,
Jack Shaoul,(1993),"9,775",,
Meshach Taylor,(1947–2014),"9,776",72,"6' 1"""
Gaia Girace,(2018-2020),"9,777",,
Rob Morgan,(2017),"9,778",,"6' 0"""
Yimou Zhang,(2002),"9,779",68,
Robert Hardy,(1925–2017),"9,780",94,"5' 9"""
Josh Pence,(2010),"9,781",37,"6' 3"""
Ian Carmichael,(1920–2010),"9,782",99,"5' 10"""
Selenis Leyva,(2017),"9,783",47,
Michelle Mitchenor,(2015),"9,784",,
Jemma Redgrave,(1992),"9,785",55,"5' 8"""
Pete Duel,(1940–1971),"9,786",80,"5' 10½"""
Danny Kaye,(1911–1987),"9,787",109,"5' 11"""
Mark Jackson,(2017-2020),"9,788",,"5' 10½"""
Gabrielle Carteris,(1992),"9,789",59,"5' 1"""
Patricia Scanlon,(2016-2017),"9,790",,
Christine Bottomley,(2017-2019),"9,791",,
Théodore Pellerin,(2018),"9,792",,
Lilly Singh,(2016),"9,793",31,"5' 5"""
Alba August,(2018),"9,794",26,
Cristine Rose,(2000),"9,795",69,"5' 5"""
Ann Sothern,(1909–2001),"9,796",111,"5' 1½"""
James Robertson Justice,(1907–1975),"9,797",112,"6' 2"""
Robert B. Parker,(1932–2010),"9,798",87,
Joel Gretsch,(2009),"9,799",56,"5' 10"""
Ashley Newbrough,(2008-2009),"9,800",,"5' 8½"""
Jonathan Harris,(1914–2002),"9,801",105,"5' 11"""
Nicholas Campbell,(1998-2005),"9,802",67,
Mandeep Dhillon,(2019),"9,803",,
Van Johnson,(1916–2008),"9,804",103,"6' 1"""
Lee Boardman,(2013),"9,805",47,"5' 11"""
Gina Hiraizumi,(2020),"9,806",,"5' 4"""
Odessa A’zion,(2019),"9,807",,
Bryan Dechart,(2018),"9,808",,"6' 0"""
Camille Chen,(2018),"9,809",,"5' 6"""
Lisa LoCicero,(2001),"9,811",,
Katie Crown,(2016),"9,812",,"5' 1½"""
Method Man,(2001),"9,813",48,"6' 3½"""
Leah McNamara,(2019),"9,814",,"5' 6"""
Lisa Arturo,(2001),"9,815",,"5' 6"""
Ian Bannen,(1928–1999),"9,816",91,"6' 1"""
Blake McIver Ewing,(1994),"9,817",,"5' 7"""
Brook Kerr,(1999-2007),"9,818",46,
Felice Schachter,(1979-1986),"9,819",56,"5' 6½"""
J.D. Williams,(2001),"9,820",41,"5' 8"""
Alex Carter,(2003-2004),"9,822",55,"6' 0"""
David Burtka,(2011),"9,823",44,"5' 10½"""
Sarah Vowell,(2004),"9,824",50,
Eugenia Yuan,(2015),"9,825",,
Brandon Flynn,(2017-2019),"9,826",26,"5' 11"""
Lilith Fury,(2020),"9,827",,"5' 4½"""
Pernilla August,(1999),"9,828",62,"5' 8"""
Jeany Spark,(2012),"9,829",37,"5' 9"""
Joy Osmanski,(2017-2018),"9,830",,"5' 5"""
Frank Sinatra Jr.,(1944–2016),"9,831",76,"5' 7"""
Shriya Pilgaonkar,(2016),"9,833",,
Lucinda Dickey,(1984),"9,834",59,
Abe Vigoda,(1921–2016),"9,835",99,"6' 1"""
Min-hee Kim,(2016),"9,836",38,"5' 7"""
Jsu Garcia,(1984),"9,837",56,"6' 1"""
Brad Dexter,(1917–2002),"9,838",102,"6' 2"""
Dawn Steele,(2000-2004),"9,839",44,"5' 3"""
Todd Louiso,(2000),"9,840",,"5' 8"""
Monica Padman,(2017),"9,841",,
Kyle Howard,(2002),"9,842",41,"5' 7"""
Lynn Chen,(2004),"9,843",,"5' 6½"""
Richard Brooks,(1996),"9,844",,"6' 3"""
Thomas Beaudoin,(2018),"9,845",,"6' 0½"""
Lawrence Tierney,(1919–2002),"9,846",101,"6' 1"""
Peter Ostrum,(1971),"9,847",62,
Patrick Heusinger,(2016),"9,848",,"6' 0"""
Lorne Cardinal,(2004-2009),"9,849",,"6' 0"""
Wayne Newton,(1989),"9,850",77,"6' 2"""
John Derek,(1926–1998),"9,851",93,"6' 1"""
Paul Gorman,(2020),"9,852",,
Gerran Howell,(2019),"9,853",,"5' 7"""
Brigitte Fossey,(1952),"9,854",73,
Katherine Kelly Lang,(1987-2020),"9,855",58,"5' 6"""
Lexi Rabe,(2019),"9,856",,"3' 7"""
Ron Leibman,(1937–2019),"9,857",82,"5' 10½"""
Jacob Lofland,(2012),"9,858",23,"5' 10"""
Mary LaRoche,(1920–1999),"9,859",99,
Taylor Negron,(1957–2015),"9,860",62,"6' 2"""
Lyle Waggoner,(1935–2020),"9,861",84,"6' 3½"""
Robbi Morgan,(1980),"9,862",58,
Deepika Chikhalia,(1988),"9,863",,"4' 10"""
Mishel Prada,(2016-2017),"9,864",,
Russell Harvard,(2007),"9,865",38,"6' 2½"""
Katherine Boecher,(2010),"9,866",,"5' 7"""
Andrés Almeida,(2001),"9,867",,
John Anderson,(1922–1992),"9,868",97,"6' 5½"""
Victoria Jackson,(1989),"9,869",60,"5' 4½"""
Carmel Laniado,(2020),"9,870",,
Gwendoline Yeo,(2017),"9,871",,"5' 6"""
Robert Capron,(2010),"9,872",21,"5' 8½"""
Lisa Marie DiGiacinto,(2020),"9,873",,"5' 5"""
Christian Coulson,(2002),"9,874",,"5' 9"""
Alexis Ren,(2020),"9,875",23,"5' 8½"""
Alexa Chung,(2008),"9,877",36,"5' 8½"""
Sin-young Lee,(2019-2020),"9,878",,"5' 11"""
Ferdia Walsh-Peelo,(2016),"9,880",20,
Orlando Brown,(1995),"9,881",32,"5' 7"""
Stephen Frears,(1988),"9,882",78,"5' 7"""
Justin Bruening,(2016-2017),"9,883",,"6' 3"""
Megan Stevenson,(2017-2019),"9,884",,
Dylan Bruno,(2019),"9,885",47,"5' 10½"""
Jane Horrocks,(1998),"9,886",56,"5' 2"""
Carolyn Hennesy,(2003),"9,888",57,"5' 7"""
Brady Smith,(2014),"9,889",48,"6' 4"""
Ellen Tamaki,(2018-2019),"9,890",,
Drake,(2001-2009),"9,891",33,"5' 11¾"""
Anna Maria Horsford,(2002),"9,892",72,"5' 8"""
Julian Looman,(2019-2020),"9,893",,
Erich Bergen,(2014-2019),"9,894",34,"6' 3"""
James Murray,(2011-2020),"9,895",43,"5' 11"""
Lucie Arnaz,(1980),"9,896",68,"5' 9"""
Steve Lemme,(2001),"9,897",51,"5' 9"""
Patrick St. Esprit,(2013),"9,898",65,"6' 1"""
Doua Moua,(2020),"9,899",,
Macy Gray,(2005),"9,900",52,"6' 0"""
Rashmika Mandanna,(2018),"9,901",23,"5' 3½"""
Bianca Brigitte VanDamme,(2011),"9,902",,"5' 7"""
Sherry Lansing,(1993),"9,903",75,"5' 10"""
John M. Jackson,(1992),"9,904",69,"6' 2"""
Deborah Richter,(1989),"9,905",58,
Kelly Washington,(2015),"9,906",,"5' 0"""
Amelia Rose Blaire,(2013-2014),"9,907",,"5' 3"""
Juliette Danielle,(2003),"9,908",39,"5' 6"""
Nancy Kwan,(1973),"9,910",80,"5' 3"""
Todd Bosley,(1994),"9,911",35,"5' 8"""
Stephanie Katherine Grant,(2014-2020),"9,912",,"5' 4"""
Eric Millegan,(2005-2017),"9,913",45,"5' 11"""
John Marley,(1907–1984),"9,914",112,"5' 8"""
Lisa Ray,(2005),"9,915",47,"5' 4"""
Munro Chambers,(2015),"9,916",29,"5' 6"""
Maria Bamford,(2006),"9,917",49,"5' 5½"""
John Eric Bentley,(2007),"9,918",50,"6' 3"""
Robert Pugh,(2003),"9,919",69,
Mariela Garriga,(2018),"9,920",,
Diane Salinger,(1985),"9,921",69,"5' 10"""
Adriana Ugarte,(2016),"9,922",35,"5' 4"""
Ashley Adams,(2015),"9,923",23,"5' 6"""
Juan Pablo Di Pace,(2008),"9,924",,"5' 11½"""
Marlyn Mason,(2008),"9,925",79,"5' 7"""
LaRoyce Hawkins,(2014-2020),"9,926",,"6' 1½"""
Paul Wight,(1998),"9,927",48,"7' 0½"""
Stephen Geoffreys,(1985),"9,928",55,"5' 5"""
Doutzen Kroes,(2017),"9,929",35,"5' 10½"""
Anamaria Marinca,(2007),"9,930",41,"5' 5"""
Zach Galligan,(1984),"9,931",56,"5' 10½"""
Lydia West,(2019),"9,932",,
Shawn Harrison,(1990-1996),"9,933",46,
Rebecca Holden,(1983-1984),"9,934",,"5' 6"""
Béatrice Dalle,(2007),"9,935",55,"5' 7"""
Richard Wilson,(1990-2001),"9,936",83,"5' 9"""
Harry Carey,(1878–1947),"9,937",142,"6' 0"""
Emily Arlook,(2008),"9,939",29,"5' 7"""
Dylan Arnold,(2018),"9,940",26,"6' 0"""
Jenny Cooper,(2019-2020),"9,941",,
Thunderbird Dinwiddie,(2017-2018),"9,942",,"5' 7"""
Susan Cabot,(1927–1986),"9,945",92,"5' 2"""
Michael Stahl-David,(2008),"9,946",37,"5' 10"""
Megan Gale,(2015),"9,947",44,"5' 11"""
Bridgette B.,(2014),"9,948",36,"5' 8¼"""
Maia Brewton,(1987),"9,949",42,
Garry Shandling,(1949–2016),"9,950",70,"5' 10½"""
Audrey Esparza,(2015-2019),"9,951",,
Bela Lugosi,(1882–1956),"9,952",137,"6' 1"""
Ashley Laurence,(1987),"9,953",53,"5' 5"""
Holly J. Barrett,(2015-2019),"9,954",,
Cristiana Dell'Anna,(2016-2019),"9,955",,"5' 5"""
David Dorfman,(2002),"9,957",,
Catherine Corcoran,(2018),"9,958",,"5' 6"""
Paloma Elsesser,(2019),"9,959",,"5' 7½"""
Margaret Cho,(2015),"9,961",51,"5' 5"""
Loretta Young,(1913–2000),"9,962",107,"5' 5¾"""
Michael DeLuise,(1992),"9,963",50,"5' 8"""
Inanna Sarkis,(2020),"9,964",,"5' 5"""
Annie LeBlanc,(2017-2020),"9,965",,"5' 3¾"""
Jonathan Keltz,(2009-2011),"9,966",32,
Rhyon Nicole Brown,(2016),"9,967",27,"5' 3"""
Stanley Kamel,(1943–2008),"9,968",77,"6' 1"""
Grant Show,(2012),"9,969",58,"5' 10"""
Wallis Currie-Wood,(2015),"9,970",28,
Gaia Mondadori,(2019),"9,971",,"5' 5½"""
Miyavi,(2014),"9,972",38,"6' 0½"""
Nick Mohammed,(2015),"9,973",39,"5' 4½"""
Rebecca McFarland,(1997),"9,974",,"5' 4"""
Joanna Pettet,(1967),"9,975",77,"5' 7"""
Madison McKinley,(2013),"9,976",,"5' 8"""
Emma Hix,(2019),"9,977",22,"5' 4"""
Darren Boyd,(2005),"9,978",49,"6' 4"""
Alix Talton,(1920–1992),"9,981",99,"5' 6"""
Sarah Deakins,(2014),"9,982",,"5' 2"""
James Urbaniak,(2003),"9,983",56,"5' 10"""
Pico Alexander,(2014),"9,984",,"6' 1"""
Kyla Matthews,(2017-2019),"9,985",,
June Allyson,(1917–2006),"9,986",102,"5' 0"""
Bob Hope,(1903–2003),"9,987",116,"5' 10"""
Bert Convy,(1933–1991),"9,988",86,"6' 1"""
Rachele Brooke Smith,(2016),"9,989",32,"5' 6"""
Peyton Meyer,(2014-2017),"9,990",21,"5' 11"""
Reed Birney,(1981),"9,991",65,
Jeanne Moreau,(1928–2017),"9,992",92,"5' 3"""
Jane Wyatt,(1910–2006),"9,993",109,"5' 4"""
Miles G. Jackson,(2020),"9,994",,
Broderick Crawford,(1911–1986),"9,996",108,"6' 0"""
James Dreyfus,(1999),"9,997",51,"5' 10"""
Steve Witting,(1992),"9,998",,
David Schofield,(2000),"9,999",68,"5' 10"""
Bige Önal,(2018-2019),"10,000",30,
Alec Newman,(2020),"10,001",,"5' 10"""
Cree Cicchino,(2015-2019),"10,002",,"5' 2"""
Kathleen York,(2020),"10,003",,"5' 8"""
Hans Matheson,(2009),"10,004",44,"5' 8½"""
Angel Tompkins,(1974),"10,005",77,"5' 7"""
Jenna Kanell,(2020),"10,006",,"5' 4"""
Emily Lloyd,(1987),"10,007",49,"5' 7½"""
David Hayman,(2008),"10,008",72,"5' 8"""
Jeff Baena,(2017),"10,009",42,
Brittany O'Grady,(2016-2019),"10,010",,"5' 5½"""
Laura Gemser,(1975),"10,011",69,"5' 7"""
Tanya Christiansen,(2020),"10,012",,
Thomas Vinterberg,(2012),"10,013",50,"6' 0"""
Afton Smith,(1994),"10,014",52,"5' 7"""
George Reeves,(1914–1959),"10,015",106,"6' 1"""
Geoff Bell,(2010),"10,016",56,
Ellen Dubin,(2004),"10,017",,"5' 10"""
Chris Isaak,(1992),"10,018",63,"6' 1"""
Johnny Yune,(1936–2020),"10,019",83,
Arturo Castro,(2014-2019),"10,020",,
Ingrid Bisu,(2016),"10,021",,"5' 6¼"""
Sam Palladio,(2012-2018),"10,022",,"6' 2"""
Rebecca Spence,(2011),"10,023",43,
BernNadette Stanis,(1974-1979),"10,024",66,
John Meillon,(1934–1989),"10,025",85,"5' 10¼"""
Fred Dalton Thompson,(1942–2015),"10,026",77,"6' 6"""
Genevieve Hudson-Price,(2014),"10,027",,
Bryan Batt,(2007-2009),"10,028",57,"6' 0"""
Cansu Dere,(2018),"10,029",39,"5' 11"""
O.J. Simpson,(1988),"10,030",72,"6' 1"""
Joe Penny,(1984-1986),"10,031",63,"6' 0"""
Liza Koshy,(2018-2019),"10,032",,"5' 0¾"""
Matt Doran,(1999),"10,033",43,"5' 11"""
Alexandra Grossi,(2020),"10,034",,
Robert Wuhl,(1989),"10,035",68,"5' 10"""
Dana Drori,(2018),"10,036",,
Kiandra Richardson,(2016),"10,037",,
Severija Janusauskaite,(2014),"10,038",38,"5' 7"""
Juanjo Almeida,(2019),"10,039",,
Brittany Clark,(2017-2018),"10,040",,
Richard Ridings,(2002),"10,041",61,"6' 0"""
Ron Glass,(1945–2016),"10,042",74,"5' 11"""
Ed Stoppard,(2002),"10,043",45,"5' 9"""
Gabrielle Dennis,(2017-2018),"10,044",,
Barry Humphries,(2012),"10,045",86,"5' 10"""
Barbara Nichols,(1928–1976),"10,046",91,"5' 5¾"""
Sebastian Koch,(2006),"10,047",57,"5' 11½"""
Seamus Dever,(2009-2016),"10,048",,"5' 10"""
William R. Moses,(1988),"10,049",60,"6' 1"""
Lee Horsley,(1982),"10,050",64,"6' 3"""
Jonathan LaPaglia,(1998-2001),"10,051",50,"5' 11"""
Stephanie Bennett,(2015),"10,052",,"5' 3"""
Chelsey Reist,(2014-2018),"10,053",,"5' 5"""
Vanessa Cater,(2019),"10,054",,"5' 9½"""
Mike Tyson,(2009),"10,055",53,"5' 10"""
Dorothy Lamour,(1914–1996),"10,056",105,"5' 5"""
Roger Lloyd Pack,(1944–2014),"10,057",76,"6' 1"""
Angeline Ball,(2003),"10,058",50,
Thorbjørn Harr,(2013-2014),"10,059",45,"5' 11"""
Randee Heller,(1984),"10,061",72,"5' 8¼"""
Ralph Bellamy,(1904–1991),"10,062",115,"6' 2"""
Shivani Ghai,(2016-2017),"10,063",,
Stephanie Vogt,(2019),"10,064",,"5' 6½"""
Todd Giebenhain,(2010-2014),"10,065",,"5' 11"""
Harry Belafonte,(2006),"10,066",93,"6' 2"""
Julian Works,(2014),"10,067",,
Eva Habermann,(1996-2000),"10,068",44,"5' 7"""
Martin Klebba,(2006),"10,069",,"4' 0"""
Doris Younane,(2002-2009),"10,070",57,
Celina Sinden,(2013-2017),"10,071",32,"5' 4"""
Linda Bassett,(1999),"10,072",70,
Alice Lowe,(2012),"10,073",42,"5' 5½"""
Matt Lintz,(2018-2019),"10,074",,"5' 7¾"""
Kristen Cloke,(1995-1996),"10,075",51,"5' 5"""
Katie Lohmann,(2002),"10,076",40,"5' 5"""
Christa Campbell,(2019),"10,077",,"5' 8"""
Lewis Black,(2015),"10,078",71,"5' 9"""
Vondie Curtis-Hall,(1996),"10,079",69,
David Wayne,(1914–1995),"10,080",106,"5' 7"""
Dominic Keating,(2007),"10,081",57,"5' 8"""
Gina Stiebitz,(2017-2019),"10,082",22,"5' 3½"""
,,,,
Romina Power,(1969),"20,000",,"5' 8¼"""
Dean Collins,(2005),"20,001",29,"5' 8"""
Tanyell Waivers,(2019),"20,002",,
James Westerfield,(1913–1971),"20,003",106,"6' 1"""
Skyler Wright,(2018),"20,004",,"5' 5"""
Taimak,(1985),"20,005",55,"5' 11"""
George Brenlin,(1927–1986),"20,006",92,
Eric Bauza,(2015-2017),"20,007",40,
Blake Soper,(2006),"20,008",46,
Jeffrey Ross,(2015),"20,009",54,"5' 10½"""
Mark Venturini,(1961–1996),"20,010",59,"6' 5"""
Kathleen Byron,(1921–2009),"20,011",99,"5' 6"""
Massimo Ghini,(1994),"20,012",65,
Parvathy Thiruvothu,(2015),"20,013",,"5' 2"""
Raudel Raúl Martiato,(2019),"20,014",,
Brigitte Bako,(1995),"20,015",52,
Chipo Chung,(2007),"20,016",42,
Willis Bouchey,(1907–1977),"20,017",112,"5' 9"""
Mai Duong Kieu,(2014),"20,018",33,"5' 1¼"""
Douglas Seale,(1913–1999),"20,019",106,
Arthur Miller,(1915–2005),"20,020",104,"6' 2½"""
Alice Sykes,(2015),"20,021",,
Jen Kirkman,(2017-2018),"20,023",,
James Handy,(1990),"20,024",,
Paul Simon,(1967),"20,025",78,"5' 2"""
Richard Marner,(1921–2004),"20,026",98,
Niels Schneider,(2010),"20,027",32,"5' 11"""
Suzanne Ford,(2019),"20,028",,
Walter Olkewicz,(1992),"20,029",71,"5' 8"""
Chester Bennington,(1976–2017),"20,030",44,"5' 10"""
Rebecca Saire,(1987),"20,032",56,
Carmen Carrera,(2015),"20,033",34,"5' 10"""
Jill Townsend,(1972),"20,034",75,
Shane McDermott,(1993),"20,035",43,"5' 9"""
Alan Rachins,(1995),"20,036",77,"6' 0"""
Anna Ewelina,(2020),"20,037",,"5' 4"""
Peter Ferdinando,(2017),"20,038",,
Anthony J. Sharpe,(2012-2015),"20,039",,
Jeremy Brandt,(2005),"20,041",,"6' 5"""
Dominique Sanda,(1970),"20,042",72,"5' 8"""
Michael Fox,(1921–1996),"20,043",99,
Miracle Laurie,(2013),"20,044",,
Alan Williams,(1996),"20,046",,
Eddie Shin,(2018-2020),"20,047",,"5' 10"""
Kendall Schmidt,(2001),"20,048",29,"5' 11"""
Olivia Bernstone,(2019),"20,049",,"5' 5"""
Molly Daniels,(2017),"20,051",,
Lauren Compton,(2016),"20,052",,"5' 4"""
Kim Flowers,(1997),"20,053",,"5' 7"""
Breanne Racano Ferrara,(2012),"20,054",,"5' 6"""
Katie Jarvis,(2009),"20,055",28,"5' 8½"""
Molly McNearney,(2019),"20,056",42,
Aimee Mann,(1999),"20,057",59,"5' 10"""
Nicole Fosse,(1979),"20,058",57,
William Franklyn-Miller,(2019),"20,059",,"6' 2½"""
Ryan Bartley,(2018),"20,060",,"5' 3"""
Ted de Corsia,(1905–1973),"20,061",114,"5' 11"""
Mark Hildreth,(2014-2015),"20,062",,"5' 11"""
Michelle Randolph,(2018),"20,063",,"5' 5"""
John Rothman,(1984),"20,064",70,
Angell Conwell,(2001),"20,065",36,"5' 4"""
Jessica Madsen,(2017),"20,066",,
Michel Ray,(1962),"20,067",75,"5' 10"""
Bas Rutten,(2009),"20,068",55,"6' 1"""
Roisin Murphy,(2012),"20,070",,
Lanny Joon,(2017),"20,071",,"5' 10"""
Christiane Kubrick,(1957),"20,072",87,"5' 7"""
Lachlan Murdoch,(1999),"20,073",34,
James Hiroyuki Liao,(2011),"20,074",,
Evan Stone,(2008),"20,075",55,"5' 11"""
Mina Anwar,(1995-1996),"20,076",50,"5' 2"""
Tim Blaney,(1997),"20,077",60,
Sandy Helberg,(1987),"20,078",70,"5' 10"""
Tom Virtue,(2000-2003),"20,079",62,"5' 10"""
Natasha Blasick,(2017),"20,080",,"5' 9"""
Raymond Ablack,(2014-2017),"20,081",30,"6' 0"""
Christina Marie Karis,(2015),"20,082",,"5' 8"""
Merlin Olsen,(1940–2010),"20,083",79,"6' 5"""
Caitlin Glass,(2009-2012),"20,084",38,"5' 8¼"""
Isaac C. Singleton Jr.,(2003),"20,085",,"6' 5"""
Vangelis Mourikis,(2002),"20,086",,
Danny Flaherty,(2015),"20,087",,"5' 10"""
José Garcia,(2013),"20,088",54,"5' 9"""
Elvis Nolasco,(2015-2016),"20,090",,
Carter Hudson,(2013),"20,091",,
Sara Tanaka,(2003),"20,092",41,
Buddy Handleson,(2015-2016),"20,093",,"5' 4"""
NeNe Leakes,(2012-2013),"20,094",53,"5' 10"""
Deborah Falconer,(1993),"20,095",54,"5' 9"""
Shawn Michaels,(2019),"20,096",54,"5' 11½"""
Tony Haygarth,(1945–2017),"20,097",75,
Noam Jenkins,(2014),"20,098",,
Hari Dhillon,(1999),"20,100",51,
Richard Hale,(1892–1981),"20,102",127,"6' 0"""
Anne Jackson,(1925–2016),"20,105",94,
Barbara Loden,(1932–1980),"20,106",87,
David Bruckner,(2020),"20,107",,
David Strickland,(1969–1999),"20,108",50,"5' 11"""
Jessica Dinnage,(2018),"20,109",,
Autumn Chiklis,(2002-2008),"20,110",26,"5' 9"""
Lane Davies,(1984-1989),"20,111",,"6' 2"""
Travis Tope,(2014),"20,112",,
Tara Wilson,(2004),"20,114",,"5' 7"""
Randeep Hooda,(2016),"20,115",43,"5' 10¼"""
Duane Chase,(1965),"20,116",69,
Adam Mayfield,(2019),"20,117",,"6' 2"""
Samantha Harris,(2017),"20,118",46,"5' 4"""
Celeste Ziegler,(2017),"20,119",,"5' 9"""
Edward Judd,(1932–2009),"20,120",87,
Shalane McCall,(1983-1988),"20,121",47,"5' 6¾"""
Faye Reagan,(2010),"20,122",31,"5' 6¼"""
Neil Giuntoli,(1988),"20,123",60,
Pearce Quigley,(2010),"20,124",,
Gage Munroe,(2017),"20,125",21,
Ace Atkins,(2020),"20,127",,
Ray Brooks,(1965),"20,128",80,"5' 10"""
Arthur Treacher,(1894–1975),"20,129",125,"6' 3½"""
Anna Mouglalis,(2005),"20,130",41,"5' 8½"""
Milanka Brooks,(2017),"20,131",,"5' 10"""
Callard Harris,(2009),"20,132",,
Özge Özpirinçci,(2015-2016),"20,133",33,"5' 3"""
Nikki Boyer,(2018),"20,134",,
Crystal Rao,(2020),"20,135",,"4' 11¼"""
Anne Wheaton,(2003),"20,136",50,
John Gatins,(2012),"20,137",,
Cara Ricketts,(2019),"20,138",,
Cassidy Hice,(2015),"20,140",,"5' 4"""
Nerine Kidd,(1959–1999),"20,141",60,"5' 9"""
Michele Maika,(2012),"20,142",,
Sarah Stephens,(2015),"20,143",29,"5' 9"""
Michael Praed,(1984-1986),"20,144",59,"6' 1¼"""
Tony Oller,(2013),"20,145",29,"6' 0"""
Erinn Westbrook,(2018-2019),"20,146",,
Barbara Bates,(1925–1969),"20,147",94,
Simon Rich,(2007-2020),"20,148",35,"5' 8"""
Malcolm Stewart,(1995),"20,149",71,"6' 2"""
Larissa Wilson,(2007-2008),"20,150",30,"5' 3"""
Todd Duffey,(1999),"20,151",45,"5' 6"""
Jessica Cameron,(2013),"20,152",,"5' 4"""
Robert Earl Jones,(1910–2006),"20,153",110,"6' 2"""
Colin Friels,(1990),"20,154",67,"5' 10½"""
Christina Evangeline,(2015),"20,155",,
Melanie Chan,(2018),"20,156",,
Nadiuska,(1982),"20,157",68,"5' 11"""
Jennie Linden,(1969),"20,158",80,"5' 3"""
Rick Hearst,(2002-2016),"20,159",55,"5' 10"""
Larry Poindexter,(2010-2011),"20,160",,
Sage Brocklebank,(2018),"20,161",42,"6' 5"""
Diego Velazquez,(2013-2018),"20,162",18,"5' 11"""
Ruth Hampton,(1931–2005),"20,163",88,
Alex Norton,(2002),"20,164",70,
Lucy Carless,(2015-2018),"20,165",,
Jadin Gould,(2013),"20,166",,"5' 5"""
Donna Bullock,(1997),"20,167",64,
Maddy Hill,(2014-2016),"20,168",30,"5' 5"""
Ben Roe,(2017-2018),"20,169",,
Roger Michell,(1999),"20,172",63,
Patrick Robinson,(2008-2010),"20,173",56,
Rosanne Katon,(1980),"20,174",68,"5' 2"""
Danielle De Metz,(1968),"20,175",81,
Matt Roth,(2006),"20,176",55,
Aleksey Serebryakov,(2014),"20,177",55,"6' 0½"""
Solveig Dommartin,(1961–2007),"20,178",58,
Richard Clifford,(2017),"20,179",64,
Kris Wu,(2017),"20,180",29,"6' 1"""
James Fahselt,(2019),"20,181",,
Marie Askehave,(2007),"20,182",46,
Franky G,(2005),"20,183",54,"5' 11"""
Andrew Brooke,(2006),"20,184",,
Jen Harper,(2016-2019),"20,185",,
Joel Marsh Garland,(2010),"20,186",44,"6' 1"""
Bryan Safi,(2018-2020),"20,187",,
Gene Anthony Ray,(1962–2003),"20,188",57,"5' 10"""
